node_id	pr_value
663930	0.00017189891375381285
482708	9.290926928007755e-05
1034017	5.569679389411603e-05
663559	4.962481899004854e-05
1120567	4.570766268169214e-05
357530	4.5216358217113546e-05
663605	4.321914396460681e-05
663682	3.682657547075262e-05
1108860	3.540671033938097e-05
664788	3.492133084631647e-05
